id,Product,ProductCategory,SalesRep,Units,Cost,Region
267,Wilson Jones DublLock® D-Ring Binders,Binders and Binder Accessories,Delfina Latchford,29095,6.75,Northwest Territories
268,Binder Posts,Binders and Binder Accessories,Edward Hooks,29287,5.74,Northwest Territories
269,Epson LQ-570e Dot Matrix Printer,Office Machines,Edward Hooks,29287,270.97,Northwest Territories
270,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Don Miller,29510,260.98,Northwest Territories
271,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,Grant Carroll,29795,387.99,Northwest Territories
272,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,Grant Carroll,29795,160.98,Northwest Territories
273,Avery 481,Labels,Brad Eason,29861,3.08,Northwest Territories
274,Sharp AL-1530CS Digital Copier,Copiers and Fax,Charles McCrossin,30658,499.99,Northwest Territories
275,"SAFCO Commercial Wire Shelving, Black",Storage & Organization,Charles McCrossin,30658,138.14,Northwest Territories
276,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Binders and Binder Accessories,Charles McCrossin,30947,41.94,Northwest Territories
277,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Charles McCrossin,30947,7.31,Northwest Territories
278,StarTAC Series,Telephones and Communication,Bryan Mills,31077,65.99,Northwest Territories
279,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,Monica Federle,31111,7.64,Northwest Territories
280,Dana Halogen Swing-Arm Architect Lamp,Office Furnishings,Michelle Lonsdale,31169,40.97,Northwest Territories
281,Global Comet™ Stacking Armless Chair,Chairs & Chairmats,Michelle Lonsdale,31270,299.05,Northwest Territories
282,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Chairs & Chairmats,Michelle Lonsdale,31270,291.73,Northwest Territories
283,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,Michelle Lonsdale,31270,30.42,Northwest Territories
284,Deluxe Rollaway Locking File with Drawer,Storage & Organization,Beth Thompson,31364,415.88,Northwest Territories
285,Luxo Economy Swing Arm Lamp,Office Furnishings,Cindy Schnelling,31393,19.94,Northwest Territories
286,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",Cindy Schnelling,31393,3.68,Northwest Territories
287,Staples 6 Outlet Surge,Appliances,Nicole Hansen,31492,11.97,Northwest Territories
288,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,Nicole Hansen,31492,29.74,Northwest Territories
289,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,Nicole Hansen,31492,95.43,Northwest Territories
290,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Appliances,Cari Schnelling,31558,300.65,Northwest Territories
291,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,Cari Schnelling,31558,45.19,Northwest Territories
292,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,Roy Skaria,31618,28.53,Northwest Territories
293,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Paper,Susan Vittorini,31684,5.68,Northwest Territories
294,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,Susan Vittorini,31684,15.51,Northwest Territories
295,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,Sylvia Foulston,31781,5.81,Northwest Territories
296,Assorted Color Push Pins,Rubber Bands,Sylvia Foulston,31781,1.81,Northwest Territories
297,HP Office Paper (20Lb. and 87 Bright),Paper,Chad Cunningham,32193,6.68,Northwest Territories
298,Staples Vinyl Coated Paper Clips,Rubber Bands,Chad Cunningham,32193,3.93,Northwest Territories
299,Canon MP41DH Printing Calculator,Office Machines,Carlos Daly,32229,150.98,Northwest Territories
300,Newell 310,Pens & Art Supplies,Carlos Daly,32229,1.76,Northwest Territories
301,Kensington 7 Outlet MasterPiece Power Center,Appliances,Grant Carroll,32743,177.98,Northwest Territories
302,"DAX Metal Frame, Desktop, Stepped-Edge",Office Furnishings,Julia West,32806,20.24,Northwest Territories
303,Bush Mission Pointe Library,Bookcases,Roy Skaria,33123,150.98,Northwest Territories
304,Accessory21,Telephones and Communication,Cindy Schnelling,33159,20.99,Northwest Territories
305,8860,Telephones and Communication,Don Jones,33186,65.99,Northwest Territories
306,Array® Memo Cubes,Paper,Beth Thompson,33377,5.18,Northwest Territories
307,"Fiskars 8"" Scissors, 2/Pack","Scissors, Rulers and Trimmers",Beth Thompson,33377,17.24,Northwest Territories
308,12 Colored Short Pencils,Pens & Art Supplies,Alan Barnes,33444,2.6,Northwest Territories
309,Pizazz® Global Quick File™,Storage & Organization,Alan Barnes,33444,14.97,Northwest Territories
310,Imation 5.2GB DVD-RAM,Computer Peripherals,Carl Ludwig,33703,60.98,Northwest Territories
311,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,Carl Ludwig,33703,29.74,Northwest Territories
312,Portable Personal File Box,Storage & Organization,Carl Ludwig,33703,12.21,Northwest Territories
313,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,Jamie Kunitz,33734,29.14,Northwest Territories
314,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,Heather Kirkland,33888,11.5,Northwest Territories
315,Hanging Personal Folder File,Storage & Organization,Heather Kirkland,33888,15.7,Northwest Territories
316,Tennsco Double-Tier Lockers,Storage & Organization,Heather Kirkland,33888,225.02,Northwest Territories
317,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Paper,Doug Bickford,33894,9.27,Northwest Territories
318,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","Scissors, Rulers and Trimmers",Doug Bickford,33894,6.84,Northwest Territories
319,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,Doug Bickford,33894,4.98,Northwest Territories
320,PC Concepts 116 Key Quantum 3000 Keyboard,Computer Peripherals,Doug Bickford,33894,32.98,Northwest Territories
321,Epson Stylus 1520 Color Inkjet Printer,Office Machines,Carlos Daly,33922,500.97,Northwest Territories
322,Avery 494,Labels,Toby Braunhardt,34177,2.61,Northwest Territories
323,Self-Adhesive Address Labels for Typewriters by Universal,Labels,Toby Braunhardt,34177,7.31,Northwest Territories
324,Accessory37,Telephones and Communication,Toby Braunhardt,34177,20.99,Northwest Territories
325,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,Cari Schnelling,34215,5.34,Northwest Territories
326,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,Thomas Seio,34246,4.06,Northwest Territories
327,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,Thomas Seio,34246,99.99,Northwest Territories
328,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,Thomas Seio,34246,11.58,Northwest Territories
329,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,Brendan Dodson,34631,3.36,Northwest Territories
330,Canon PC1060 Personal Laser Copier,Copiers and Fax,Brendan Dodson,34631,699.99,Northwest Territories
331,Sterling Rubber Bands by Alliance,Rubber Bands,Charlotte Melton,35047,4.71,Northwest Territories
332,Newell 312,Pens & Art Supplies,Beth Thompson,35266,5.84,Northwest Territories
333,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,Beth Thompson,35266,218.75,Northwest Territories
334,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Computer Peripherals,Eugene Barchas,35847,15.98,Northwest Territories
335,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,Michelle Lonsdale,36001,22.38,Northwest Territories
336,GBC Binding covers,Binders and Binder Accessories,Michelle Lonsdale,36001,12.95,Northwest Territories
337,R280,Telephones and Communication,Grant Carroll,36134,155.99,Northwest Territories
338,Accessory9,Telephones and Communication,Beth Paige,36135,35.99,Northwest Territories
339,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,Dorothy Wardle,36644,99.99,Northwest Territories
340,Tennsco Industrial Shelving,Storage & Organization,Muhammed MacIntyre,36646,48.91,Northwest Territories
341,Staples Bulldog Clip,Rubber Bands,Charlotte Melton,36707,3.78,Northwest Territories
342,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,Muhammed MacIntyre,37253,26.31,Northwest Territories
343,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,Claudia Miner,37541,20.95,Northwest Territories
344,Xerox 1882,Paper,Claudia Miner,37541,55.98,Northwest Territories
345,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,Claudia Miner,37541,80.98,Northwest Territories
346,Portable Personal File Box,Storage & Organization,Brendan Dodson,37634,12.21,Northwest Territories
347,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L","Scissors, Rulers and Trimmers",Dorothy Wardle,37793,13.9,Northwest Territories
348,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,Mike Pelletier,37860,55.5,Northwest Territories
349,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,Edward Hooks,38884,5.28,Northwest Territories
350,Hon 94000 Series Round Tables,Tables,Edward Hooks,38884,296.18,Northwest Territories
351,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,Jamie Kunitz,39364,92.23,Northwest Territories
352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,Jamie Kunitz,39364,1270.99,Northwest Territories
353,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Julia West,39457,122.99,Northwest Territories
354,Poly Designer Cover & Back,Binders and Binder Accessories,Jeremy Lonsdale,39683,18.99,Northwest Territories
355,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,Jeremy Lonsdale,39683,218.08,Northwest Territories
356,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,Jeremy Lonsdale,39683,20.24,Northwest Territories
357,Stockwell Push Pins,Rubber Bands,Jeremy Lonsdale,39683,2.18,Northwest Territories
358,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,Cindy Schnelling,39846,4.98,Northwest Territories
359,8260,Telephones and Communication,Heather Kirkland,40036,65.99,Northwest Territories
360,3390,Telephones and Communication,Alan Barnes,40067,65.99,Northwest Territories
361,"Global Deluxe Stacking Chair, Gray",Chairs & Chairmats,Hunter Glantz,40132,50.98,Northwest Territories
362,Bevis 36 x 72 Conference Tables,Tables,Hunter Glantz,40132,124.49,Northwest Territories
363,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,Hunter Glantz,40132,22.38,Northwest Territories
364,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,Julia West,40160,63.94,Northwest Territories
365,"ACCOHIDE® 3-Ring Binder, Blue, 1""",Binders and Binder Accessories,Carlos Daly,40518,4.13,Northwest Territories
366,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,Barry French,40804,122.99,Northwest Territories
367,"Wilson Jones Hanging View Binder, White, 1""",Binders and Binder Accessories,Susan Vittorini,40902,7.1,Northwest Territories
368,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,Carl Jackson,41063,21.38,Northwest Territories
369,Accessory31,Telephones and Communication,Carl Jackson,41063,35.99,Northwest Territories
370,Accessory8,Telephones and Communication,Carl Jackson,41063,85.99,Northwest Territories
371,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,Alan Barnes,41153,30.73,Northwest Territories
372,Hanging Personal Folder File,Storage & Organization,Charlotte Melton,41184,15.7,Northwest Territories
373,Ibico Covers for Plastic or Wire Binding Elements,Binders and Binder Accessories,Beth Thompson,41409,11.5,Northwest Territories
374,Hoover Portapower™ Portable Vacuum,Appliances,Bryan Mills,41696,4.48,Northwest Territories
375,Fellowes Command Center 5-outlet power strip,Appliances,Alan Barnes,42209,67.84,Northwest Territories
376,SAFCO Arco Folding Chair,Chairs & Chairmats,Alan Barnes,42209,276.2,Northwest Territories
377,Accessory12,Telephones and Communication,Beth Paige,42561,85.99,Northwest Territories
378,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Chairs & Chairmats,Mike Pelletier,42564,200.98,Northwest Territories
379,3390,Telephones and Communication,Delfina Latchford,42695,65.99,Northwest Territories
380,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,Susan Vittorini,42981,896.99,Northwest Territories
381,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,Dorothy Wardle,43109,15.01,Northwest Territories
382,Microsoft Internet Keyboard,Computer Peripherals,Dorothy Wardle,43109,20.97,Northwest Territories
383,TDK 4.7GB DVD-R,Computer Peripherals,Dorothy Wardle,43109,10.01,Northwest Territories
384,Xerox 1977,Paper,Susan Vittorini,43203,6.68,Northwest Territories
385,DAX Solid Wood Frames,Office Furnishings,Jamie Kunitz,43236,9.77,Northwest Territories
386,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Appliances,Fred Wasserman,43267,76.72,Northwest Territories
387,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,Doug Bickford,43329,59.98,Northwest Territories
388,8260,Telephones and Communication,Fred Wasserman,43330,65.99,Northwest Territories
389,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Envelopes,Susan Vittorini,43364,23.99,Northwest Territories
390,Multimedia Mailers,Envelopes,Doug Bickford,43392,162.93,Northwest Territories
391,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Envelopes,Claudia Miner,43781,10.94,Northwest Territories
392,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,Claudia Miner,43781,40.98,Northwest Territories
393,"DXL™ Angle-View Binders with Locking Rings, Black",Binders and Binder Accessories,Frank Price,44071,5.99,Northwest Territories
394,8260,Telephones and Communication,Frank Price,44071,65.99,Northwest Territories
395,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,Dorothy Wardle,44519,4.57,Northwest Territories
396,Laser & Ink Jet Business Envelopes,Envelopes,Dorothy Wardle,44519,10.67,Northwest Territories
397,Okidata ML390 Turbo Dot Matrix Printers,Office Machines,Dorothy Wardle,44519,442.14,Northwest Territories
398,"Eldon Regeneration Recycled Desk Accessories, Smoke",Office Furnishings,Allen Rosenblatt,44708,1.74,Northwest Territories
399,Accessory36,Telephones and Communication,Dorothy Wardle,44772,55.99,Northwest Territories
400,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,Julia West,44839,33.98,Northwest Territories
401,2160i,Telephones and Communication,Ralph Knight,45217,200.99,Northwest Territories
402,Global Deluxe High-Back Office Chair in Storm,Chairs & Chairmats,Michelle Lonsdale,45440,135.99,Northwest Territories
403,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,Charlotte Melton,45766,63.94,Northwest Territories
404,Canon MP100DHII Printing Calculator,Office Machines,Charlotte Melton,45766,140.99,Northwest Territories
405,Accessory21,Telephones and Communication,Allen Rosenblatt,45861,20.99,Northwest Territories
406,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,Neola Schneider,45957,39.24,Northwest Territories
407,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,Neola Schneider,45957,7.64,Northwest Territories
408,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Office Furnishings,Joy Bell,46912,54.74,Northwest Territories
409,Avery 51,Labels,Monica Federle,46980,6.3,Northwest Territories
410,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,Jamie Kunitz,47460,2.84,Northwest Territories
411,Avery Poly Binder Pockets,Binders and Binder Accessories,Susan Vittorini,47462,3.58,Northwest Territories
412,"Dixon My First Ticonderoga Pencil, #2",Pens & Art Supplies,Susan Vittorini,47462,5.85,Northwest Territories
413,Acco® Hot Clips™ Clips to Go,Rubber Bands,Susan Vittorini,47462,3.29,Northwest Territories
414,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",Charles McCrossin,47620,10.98,Northwest Territories
415,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",Cari Schnelling,47749,8.45,Northwest Territories
416,Eldon Wave Desk Accessories,Office Furnishings,Doug Bickford,47873,5.89,Northwest Territories
417,Avery 478,Labels,Don Miller,47943,4.91,Northwest Territories
418,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,Don Miller,47943,15.94,Northwest Territories
419,Xerox 1982,Paper,Fred Wasserman,48101,22.84,Northwest Territories
420,"Soundgear Copyboard Conference Phone, Optional Battery",Office Machines,Bryan Mills,48295,204.1,Northwest Territories
421,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,Carlos Daly,48839,98.31,Northwest Territories
422,Euro Pro Shark Stick Mini Vacuum,Appliances,Joy Bell,49154,60.98,Northwest Territories
423,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,Claudia Miner,49921,145.45,Northwest Territories
424,Recycled Eldon Regeneration Jumbo File,Storage & Organization,Claudia Miner,49921,12.28,Northwest Territories
425,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,Beth Thompson,49952,107.53,Northwest Territories
